3610511 5863152
3610511 7046912
3610511 7773732
3610511 12179872
3610511 14709812
3610511 15391421
3610511 19706832
3610511 21770069
3610511 22598920
3610511 22624920
3610511 92403540
3610511 104566770
3610511 118898139
3610511 138867555
3610511 163479707
3610511 222893837
3610511 321425967
3610511 440691931
3610511 443896569
5656162 31162918
5656162 118898139
5682702 206615715
6015122 7246122
6015122 96360063
6067292 5863152
6067292 22598920
6067292 195763762
6067292 455775628
6140012 6140012
6140012 22203964
6140012 34355343
6140012 128857854
6684602 31102741
6684602 84596057
6684602 104566770
6684602 104897833
6684602 113746083
6684602 157042531
6684602 174747861
6684602 183148817
6684602 195763762
6684602 216522413
6684602 232560751
6684602 349204176
6684602 403766373
6684602 425263052
6684602 425380217
6684602 425840466
6684602 428117425
6684602 522582939
6684602 558489220
6684602 593546714
6684602 801510450
6684602 825336607
6684602 876501625
7046912 24503
7046912 3610511
7046912 7773732
7046912 8291932
7046912 9939012
7046912 12179872
7046912 12551742
7046912 13260592
7046912 14057516
7046912 14709812
7046912 14865840
7046912 16591972
7046912 18800245
7046912 22203964
7046912 28342883
7046912 36381609
7046912 38223194
7046912 51150318
7046912 56326516
7046912 56345134
7046912 57573169
7046912 59083826
7046912 62017536
7046912 77165019
7046912 81680710
7046912 117463248
7046912 118339229
7046912 118898139
7046912 119065059
7046912 128587032
7046912 160466484
7046912 163354973
7046912 264333523
7046912 296876973
7046912 300796010
7046912 321425967
7046912 374488191
7046912 425840466
7046912 427674701
7046912 444833485
7046912 466489818
7046912 531280420
7046912 862068776
7470952 8291932
7470952 22598920
7470952 48989220
7470952 62364690
7470952 93378883
7470952 109079114
7470952 110273768
7470952 152905850
7470952 157042531
7470952 168761446
7470952 201012406
7470952 261223538
7470952 469218793
7470952 706819428
8291932 5863152
8291932 7046912
8291932 7470952
8291932 9993142
8291932 15350901
8291932 15873303
8291932 22521283
8291932 22598920
8291932 22624920
8291932 22970058
8291932 67253599
8291932 77243029
8291932 85391583
8291932 93378883
