user_id,beetweenness_centrality,local_clustering_coefficient,degree_centrality
279211405,1.2125596362479188e-08,0.07386629266012155,1.2266389675232614e-05
202220813,9.617196613160534e-09,0.14841190713573565,1.2266389675232614e-05
77528520,1.6787069399439015e-08,0.04395604395604396,1.2266389675232614e-05
471093612,1.47787822604609e-08,0.11034004163775156,1.2266389675232614e-05
32130104,8.364476368754378e-09,0.07563025210084033,1.2266389675232614e-05
107471115,1.3483332244123143e-08,0.020337301587301588,1.2266389675232614e-05
108557681,8.445499148473915e-09,0.0443064182194617,1.2266389675232614e-05
22015750,1.4622229178726093e-05,0.002514226402682811,0.0011964636489221892
416157197,1.0226223733931892e-08,0.03943661971830986,1.2266389675232614e-05
12179872,9.725020687941681e-09,0.015651015651015652,1.2266389675232614e-05
374138547,7.2476338867196026e-09,0.05594679186228482,1.2266389675232614e-05
363251033,1.0202813524418586e-08,0.01638504864311316,1.2266389675232614e-05
413296140,1.3049423737436741e-08,0.0,1.2266389675232614e-05
410941537,7.854023289286702e-09,0.0015082956259426848,1.2266389675232614e-05
181477746,6.275690915687529e-09,0.000784313725490196,1.2266389675232614e-05
425263052,1.2823124337519803e-08,0.0,1.2266389675232614e-05
483838785,8.443902792645846e-08,0.003367003367003367,1.2266389675232614e-05
8029522,8.718243767818663e-09,0.012578616352201259,1.2266389675232614e-05
8291932,2.099189778094815e-06,0.02396259497369959,1.2266389675232614e-05
131197741,2.5520834523858184e-08,0.12171052631578948,1.2266389675232614e-05
437363242,1.2806058253138173e-08,0.08769633507853403,1.2266389675232614e-05
327510902,2.3139063325374558e-07,0.0,1.0303767327195396e-05
138438793,6.649562373793618e-09,0.03437334743521946,1.2266389675232614e-05
291290779,1.0812892357728223e-08,0.013914095583787053,1.2266389675232614e-05
93378883,1.2339614728915023e-08,0.039532794249775384,1.2266389675232614e-05
599940695,1.2016943278805923e-08,0.07133490689745607,1.2266389675232614e-05
361097511,9.21912358103269e-09,0.006654567453115548,1.2266389675232614e-05
212175167,9.446903358056087e-09,0.00903954802259887,1.2266389675232614e-05
400741034,1.2485866535883168e-08,0.0069881201956673656,1.2266389675232614e-05
104754590,7.066509324968614e-09,0.007058823529411765,1.2266389675232614e-05
469218793,9.521803992722853e-09,0.016624040920716114,1.2266389675232614e-05
706819428,2.480167787646339e-09,0.11695906432748537,1.962622348037218e-06
406907214,1.3908869738515613e-08,0.049689440993788817,1.2266389675232614e-05
21770069,3.0331972804475086e-06,0.1013116236996834,1.2266389675232614e-05
440691931,1.2571525359210759e-08,0.0,1.2266389675232614e-05
517625408,1.4133733265653974e-05,0.11231884057971014,3.679916902569784e-06
31102741,3.1279184830184394e-08,0.027144535840188014,1.2266389675232614e-05
92403540,1.1724385707344289e-08,0.03823733235497941,1.2266389675232614e-05
14709812,0.0,0.0,0.0
183201799,9.16718539175368e-09,0.0,1.2266389675232614e-05
5863152,5.339671396499526e-08,0.01999259533506109,1.2266389675232614e-05
171640056,5.853599844194873e-09,0.0,1.2266389675232614e-05
7046912,1.0623041703344066e-05,0.04236970378702662,1.2266389675232614e-05
3610511,1.329024394924885e-06,0.08832425892316999,1.2266389675232614e-05
38002859,2.224771980003433e-09,0.06638714185883997,8.341144979158177e-06
22598920,1.5092721335070463e-08,0.0318796866490721,1.2266389675232614e-05
51037293,6.781573739480115e-09,0.005805515239477504,1.2266389675232614e-05
335832794,8.779572624155112e-09,0.01282051282051282,1.2266389675232614e-05
356979186,1.1358118613720547e-08,0.03702615339406406,1.2266389675232614e-05
50589337,7.511340567927353e-09,0.0,1.2266389675232614e-05
56345134,7.0661116060386445e-09,0.05473684210526316,1.2266389675232614e-05
81915249,7.713604009194331e-09,0.000725689404934688,1.2266389675232614e-05
14474989,1.34625300516468e-08,0.0,1.2266389675232614e-05
56326516,1.0464544344057602e-08,0.04006378313733307,1.2266389675232614e-05
92225723,1.073681625647459e-08,0.013277428371767994,1.0549095120700049e-05
242064566,1.1312146592018467e-08,0.016917293233082706,1.2266389675232614e-05
855282331,8.907209888891786e-09,0.09217786432976306,1.2266389675232614e-05
125622122,1.1884863688235293e-08,0.04832572298325723,1.2266389675232614e-05
273686840,1.0168243063720464e-08,0.011278195488721804,1.2266389675232614e-05
263278290,8.060538558633927e-09,0.0030165912518853697,1.2266389675232614e-05
13972932,8.312793099436774e-09,0.014519056261343012,1.2266389675232614e-05
86626503,1.1973662449363737e-08,0.003770739064856712,1.2266389675232614e-05
2007021,2.429464239964148e-07,0.018433179723502304,1.2266389675232614e-05
27636956,1.0683392665640445e-06,0.2256140350877193,1.2266389675232614e-05
109848907,7.336140588264709e-09,0.011312217194570135,1.2266389675232614e-05
9993142,3.04785813114936e-07,0.17198838896952104,1.2266389675232614e-05
28342883,2.4270370436412254e-07,0.029643073200241985,1.2266389675232614e-05
149278846,8.258000085069834e-09,0.0,1.2266389675232614e-05
291949510,1.1077855258263911e-08,0.007403490216816499,1.2266389675232614e-05
57573169,4.741709017592607e-07,0.0037017451084082496,1.2266389675232614e-05
242272799,5.033158161206243e-09,0.000784313725490196,1.2266389675232614e-05
