user_id,beetweenness_centrality,local_clustering_coefficient,degree_centrality
80479674,0.0,0.41551020408163264,2.4551879102618997e-05
82487179,6.278309670930971e-07,0.02262443438914027,2.4551879102618997e-05
359926634,4.730668296752589e-10,0.00011593626817715062,0.00017039004097217585
105830531,0.0,0.10448979591836735,2.4551879102618997e-05
114488344,3.738557859160773e-06,0.059027777777777776,2.4551879102618997e-05
367651000,2.7421083638450305e-06,0.020168067226890758,1.1784901969257119e-05
10935572,6.2628779458774666e-06,0.0825136612021858,2.4551879102618997e-05
17640121,9.96690219734914e-07,0.1282051282051282,2.4551879102618997e-05
17656600,0.0,0.13795918367346938,2.4551879102618997e-05
19230427,1.2308203407091561e-06,0.12996632996632998,2.4551879102618997e-05
21196037,0.0,0.012244897959183673,2.4551879102618997e-05
21375100,0.00011360453319962931,0.28737300435413643,2.4551879102618997e-05
25836383,4.0937885728271486e-05,0.00362844702467344,2.4551879102618997e-05
27662686,2.9375025484118727e-07,0.2149321266968326,2.4551879102618997e-05
30428221,2.6121708522997767e-07,0.17019607843137255,2.4551879102618997e-05
33438880,0.0,0.0008163265306122449,2.4551879102618997e-05
33869550,0.00018185008996076212,0.18051948051948052,2.4551879102618997e-05
34589722,1.1239485504891733e-06,0.0007541478129713424,2.4551879102618997e-05
35959749,1.245277827017546e-05,0.03571428571428571,2.4551879102618997e-05
36299291,3.764200400951932e-05,0.008627450980392156,2.4551879102618997e-05
38520305,2.449327605842046e-07,0.0,2.4551879102618997e-05
39321660,1.2150671913136964e-06,0.2442622950819672,2.4551879102618997e-05
39328305,1.5560057393594924e-06,0.10272536687631027,2.4551879102618997e-05
40010436,2.554628754381765e-06,0.007597895967270602,2.4551879102618997e-05
44091292,4.6331866150369233e-07,0.0,2.4551879102618997e-05
46071929,4.466297437387535e-07,0.07894736842105263,7.365563730785699e-06
46609919,0.0,0.0008163265306122449,2.4551879102618997e-05
48638750,3.6116742942709843e-06,0.00819672131147541,2.4551879102618997e-05
50449844,6.103875650703445e-06,0.0196078431372549,2.4551879102618997e-05
