user_id,beetweenness_centrality,local_clustering_coefficient,degree_centrality
1281271908,0.0,0.0,0.0005793774525303442
253239439,0.0,0.0,0.0
1129397028,0.0,0.0,0.00024673803183468916
1017855660,0.0,0.0,0.0007566632976263801
1013213588,0.0,0.0,0.0005044421984175867
635863952,0.0,0.0,9.869521273387567e-05
630700348,0.0,0.0,0.0009430875883459231
584681101,0.0,0.0,4.020916074343083e-05
569994470,0.0,0.0,0.0001370766843526051
564015559,0.0,0.0,0.00011697210398088969
563914220,0.0,0.0,0.0009193276297248048
562152074,0.0,0.0,0.00018459660159484152
558153258,0.0,0.0,0.0011861702419312095
553924029,0.0,0.0,0.00012245517135499388
548300100,0.0,0.0,0.0013853883565236621
545647644,0.0,0.0,0.0010107120859598748
542412215,0.0,0.0,9.503983448447286e-05
538558418,0.0,0.0,0.0001315936169785009
529329358,0.0,0.0,0.0009449152774706244
514818877,0.0,0.0,0.0012391732265475501
514736144,0.0,0.0,0.002650149230817032
359926634,4.6265282939796554e-09,4.884004884004884e-05,0.0006342081262713863
511263887,0.0,0.0,0.0002723256795805088
509038409,0.0,0.0,0.0011276841899407646
506275240,0.0,0.0,0.0018788644201930406
503624688,0.0,0.0,0.0006177589241490736
475035176,0.0,0.0,0.001202619444053522
457013718,0.0,0.0,0.0017015785750970046
454919703,0.0,0.0,0.001666852481727678
450179797,0.0,0.0,0.000983296749089354
448310199,0.0,0.0,0.0007603186758757829
433495525,0.0,0.0,0.002025079550169153
423342037,0.0,0.0,0.00034726093369326626
422395359,0.0,0.0,0.00033446710982035644
422318647,0.0,0.0,0.001648575590480664
416995459,0.0,0.0,0.0016248156318595457
415190109,0.0,0.0,0.0020543225761643752
411288201,0.0,0.0,0.0007475248520028732
407371142,0.0,0.0,0.0011879979310559109
402630337,0.0,0.0,0.00020470118196655695
401287742,0.0,0.0,0.0016558863469794695
400069220,0.0,0.0,1.0966134748208408e-05
398813548,0.0,0.0,0.0007603186758757829
397497470,0.0,0.0,0.0011331672573148689
396755498,0.0,0.0,0.0017107170207205115
395458764,0.0,0.0,0.00285667810190829
394725471,0.0,0.0,0.0005263744679140036
393320691,0.0,0.0,0.0018295168138261026
392188753,0.0,0.0,0.0013835606673989608
383379752,0.0,0.0,0.00036919320318968304
380597201,0.0,0.0,0.0023522359034907035
379259119,0.0,0.0,0.0010637150705762155
374770627,0.0,0.0,0.0012537947395451614
373612487,0.0,0.0,9.503983448447286e-05
372445623,0.0,0.0,0.000305224083825134
362228315,0.0,0.0,0.001966593498178708
358260127,0.0,0.0,0.0012720716307921753
355993172,0.0,0.0,0.0022297807321357095
355821619,0.0,0.0,0.00036736551406498164
354306025,0.0,0.0,0.001977559632926916
353874433,0.0,0.0,0.002107325560780716
351514291,0.0,0.0,0.0014091483151447803
349979518,0.0,0.0,0.0002558764774581962
349398753,0.0,0.0,0.0009942628838375623
346754293,0.0,0.0,0.0003545716901920719
346747623,0.0,0.0,0.000842564686487346
344796697,0.0,0.0,9.503983448447286e-05
337653685,0.0,0.0,0.00276529364567322
335610997,0.0,0.0,0.0015133265952527602
333805197,0.0,0.0,0.0024070665772317453
329378024,0.0,0.0,0.0010874750291973339
326241359,0.0,0.0,5.483067374104204e-06
320725572,0.0,0.0,5.483067374104204e-05
319293982,0.0,0.0,0.0017929630313320746
318156874,0.0,0.0,0.0018240337464519984
317248347,0.0,0.0,0.0008644969559837628
316402288,0.0,0.0,0.0010509212467033058
314366190,0.0,0.0,0.0010783365835738267
311705162,0.0,0.0,0.0008315985517391376
308717452,0.0,0.0,2.3759958621118216e-05
307819895,0.0,0.0,0.00014438744085141071
300344289,0.0,0.0,0.0018605875289460264
298295076,0.0,0.0,0.001416459071643586
297255017,0.0,0.0,0.0011075796095690491
294687282,0.0,0.0,0.00020470118196655695
292533078,0.0,0.0,0.0007402140955040675
290215487,0.0,0.0,0.0022608514472556335
289776209,0.0,0.0,0.0023668574164883147
35737313,1.6079350011873854e-06,0.000793118856121537,0.0020433564414161667
288912572,0.0,0.0,0.0008937399819789853
282715534,0.0,0.0,0.002163983923646459
275881452,0.0,0.0,0.00022297807321357095
275595583,0.0,0.0,0.002723256795805088
270595940,0.0,0.0,0.0009631921687176385
270494010,0.0,0.0,7.310756498805606e-05
269201871,0.0,0.0,0.0009193276297248048
261915122,0.0,0.0,0.00010417828010797988
255195150,0.0,0.0,0.0010235059098327847
254618989,0.0,0.0,0.00034360555544386346
254247600,0.0,0.0,0.0013543176414037383
251993823,0.0,0.0,0.002290094473250856
250216358,0.0,0.0,0.0006396911936454904
244831080,0.0,0.0,0.0019501442960563951
242186430,0.0,0.0,0.0006890388000124283
240418696,0.0,0.0,0.0003161902185733424
238189223,0.0,0.0,0.0009211553188495063
234587511,0.0,0.0,7.676294323745885e-05
233884874,0.0,0.0,0.0010911304074467366
233688028,0.0,0.0,0.00033995017719446065
233332129,0.0,0.0,0.0004934760636693783
233145356,0.0,0.0,7.310756498805605e-06
228720947,0.0,0.0,0.0023376143904930923
228564932,0.0,0.0,0.000259531855707599
228148311,0.0,0.0,0.002536832505085545
227811080,0.0,0.0,0.0009997459512116665
227650216,0.0,0.0,0.00020104580371715415
221009412,0.0,0.0,0.0010545766249527085
217230913,0.0,0.0,0.0019958365241739304
216081230,0.0,0.0,0.000906533805851895
215878258,0.0,0.0,0.002979133273263284
215154980,0.0,0.0,3.6553782494028027e-06
214998068,0.0,0.0,0.0011075796095690491
214549887,0.0,0.0,0.0008279431734897348
212928560,0.0,0.0,7.310756498805606e-05
211026468,0.0,0.0,0.0011642379724347927
210428729,0.0,0.0,0.001092958096571438
208286245,0.0,0.0,0.0003198455968227452
201350011,0.0,0.0,0.006799003543889213
199815995,0.0,0.0,0.0010271612880821876
198833831,0.0,0.0,0.0007365587172546647
198572784,0.0,0.0,6.0313741115146245e-05
198414396,0.0,0.0,0.0001498705082255149
198277538,0.0,0.0,0.001092958096571438
196198266,0.0,0.0,9.138445623507007e-06
195541103,0.0,0.0,0.0014913943257563434
190796770,0.0,0.0,0.0004879929962952741
189015964,0.0,0.0,0.001913590513562367
183733336,0.0,0.0,6.0313741115146245e-05
176509349,0.0,0.0,0.002209676151763994
176506844,0.0,0.0,0.0022882667841261544
